שם,קטגוריה,תת-קטגוריה,גילאים,אזור,טלפון,אתר,הקשר/ציטוט,מקור,תדירות אזכור
מעון יום שיקומי בית רז (בית איזי שפירא),מסגרות חינוך,מעון יום שיקומי,0-3,רעננה,09-7701222,https://beitissie.org.il/,"מעון יום שיקומי חלק ממכלול בית איזי שפירא ברעננה, לפעוטות עם מוגבלויות התפתחותיות כולל אוטיזם.",research:center,1
מעון צד קדימה באר שבע,מסגרות חינוך,מעון יום שיקומי,0-3,באר שבע,08-6486341,,"מעון יום שיקומי לפעוטות עם CP, אוטיזם וצרכים מיוחדים. רחוב אשר ברש 7 פינת שלום אש, באר שבע.",research:south,1
מעון שיקומי,מסגרות חינוך,מעון יום שיקומי,0-3,ארצי,,,"פעוט עד גיל 3 המבקר במעון יום שיקומי, זכאי להסעה עם ליווי למעון ובחזרה, לפי צרכיו",m:10709,1
מעון אותי בת ים,מסגרות חינוך,מעון יום שיקומי לאוטיזם,1-3,בת ים,03-7339347,https://oti.org.il/treatment/,מעון יום של עמותת אותי לפעוטות עם אוטיזם בבת ים.,research:center,1
מעון אותי תל אביב,מסגרות חינוך,מעון יום שיקומי לאוטיזם,1-3,תל אביב,03-7339347,https://oti.org.il/treatment/,"מעון יום שיקומי לפעוטות אחרי אבחון אוטיזם, חלק מעמותת אותי הוותיקה.",research:center,1
מעון יום שיקומי קסם הלב,מסגרות חינוך,מעון יום שיקומי לאוטיזם,0-3,באר שבע (שכונת רמות),073-2824365,https://alut.org.il,"מעון יום שיקומי של אלו""ט ל-40 פעוטות על הרצף, ברחוב אלדד מעשייב 86 שכונת רמות. מודל ייחודי של שת""פ עם עיריית באר שבע, נותן מענה אזורי רחב.",research:south,1
אלוטף ג' באר שבע,מסגרות חינוך,מעון יום שיקומי לאוטיזם (ABA),0-3,באר שבע (שכונה ג'),08-6280431,https://child-development.org.il/therapists-centers/אלוטף-באר-שבע/,"מעון יום שיקומי של אלו""ט ברחוב גוש עציון 10, מופעל בשיטת ABA. אחד מ-13 אלוטפים בארץ.",research:south,1
"אלוטף-הרצליה (אלו""ט)",מסגרות חינוך,מעון יום שיקומי לפעוטות עם אוטיזם,1-3,הרצליה,03-5718188,https://alut.org.il/map/,"מעון יום שיקומי תקשורתי של אלו""ט להרצליה והסביבה, לילדים אחרי אבחון אוטיזם. צוות רב-מקצועי הכולל קלינאיות תקשורת, מרפות בעיסוק ופסיכולוגיה.",research:center,1
מרכז וראייטי ירושלים,מסגרות חינוך,מרכז חינוך מיוחד,ילדים,ירושלים,,,אלה מקומות עם גני חינוך מיוחד ותוכניות טיפול שונות. לא מרכזי בילוי,chunk_013:m45084,1
מרכז שלווה,מסגרות חינוך,מרכז חינוך מיוחד / דיור מוגן לבוגרים,ילדים / 18+,ירושלים,,,"לגבי מרכז וראייטי, או שלווה, האם אלו מרכזים שפתוחים לפעילות חופשית/בחינם/בתשלום?",chunk_013:m45080,2
"מתי""א ירושלים",מסגרות חינוך,מרכז תמיכה חינוכי,ילדים ונוער,"דוד רזיאל 29, ירושלים",073-2379124,,"מתי""א ירושלים — רחוב דוד רזיאל 29, ירושלים. טל: 073-2379124. דוא""ל: matya.jerusalem@matya365.org.il",chunk_015:m:52447,1
אוניברסיטת בר-אילן - הכשרת יועצים בשיתוף בית ליאור,מסגרות חינוך,קורס הכשרה מקצועית,הורים לכל הגילאים,ארצי,0528266065,,מתחילה סטאז' במסגרת קורס ייעודי מטעם אוניברסיטת בר-אילן בשיתוף בית ליאור. 10 מפגשים ללא עלות.,chunk_022:j:26901,1
תומכות חינוך — רפורמת שכר 2025,מסגרות חינוך,רפורמה,3-21,ארצי,,https://www.gov.il/he/departments/ministry_of_education,,web-research: משרד החינוך,1
"סולם — מערך גנים ובתי""ס לקהילה החרדית",מסגרות חינוך,רשת גני תקשורת/יסודי/ישיבות — מותאם חרדי,0-21,"ירושלים, בית שמש, קרית יערים, מודיעין עילית, בני ברק, לוד, בת ים",1599-550-440,https://www.sulam.net/,"כתובת ראשית: קרית המדע 6, ירושלים. כ-1,263 ילדים גילאי 0-21 ב-147 כיתות ב-28 מסגרות טיפוליות. גני תצפית, גני תקשורת, יסודי, ישיבות. שיטת DIR. רלוונטי לחרדים ביו""ש.",research:judea-samaria,1
"מתי""א — מרכז תמיכה יישובי-אזורי",מסגרות חינוך,שירות מדינה,3-21,ארצי (רשימה מלאה ברשויות),,https://parents.education.gov.il/prhnet/special-education/educational-frames/support-center,,web-research: gov.il משרד החינוך,1
פורטל ההורים — חינוך מיוחד (gov.il),מסגרות חינוך,שירות מדינה,3-21,ארצי,,https://parents.education.gov.il/prhnet/special-education,,web-research: gov.il משרד החינוך,1
"מתי""א - מרכז תמיכה יישובי לאוכלוסייה",מסגרות חינוך,שירות פדגוגי,גיל בית ספר,"כפר סבא, רעננה, נתניה, שדות דרום השרון, חפר שרון",,,"צוותי איכות חיים ותוכניות מעבר - מתי""א כפר סבא, מת""יא רעננה, מתי""א נתניה",chunk_014:m48978,1
ועדת שילוב והשמה לגיל הרך (גילאים 3-5),מסגרות חינוך,תהליך,3-5,ארצי,,https://parents.education.gov.il/prhnet/special-education,,web-research: משרד החינוך,1
מרכז תמיכה לסטודנטים על הרצף — אוניברסיטת חיפה,מסגרות חינוך,תוכנית אקדמיה,18+,חיפה,,https://dekanat.haifa.ac.il/2023/12/25/%D7%A1%D7%98%D7%95%D7%93%D7%A0%D7%98%D7%99%D7%9D-%D7%A2%D7%9C-%D7%94%D7%A8%D7%A6%D7%A3-%D7%94%D7%90%D7%95%D7%98%D7%99%D7%A1%D7%98%D7%99,תכנית ייעודית לשילוב ותמיכה בסטודנטים על הרצף האוטיסטי. תוכנית אישית לכל סטודנט.ית המותאמת לצרכים שעולים בשיחה עם הרכזת.,web-research: https://dekanat.haifa.ac.il/,1
פרויקט יהלום — אוניברסיטת תל אביב,מסגרות חינוך,תוכנית אקדמיה,18+,תל אביב,,https://deanstudents.tau.ac.il/psychological-services/diamond_3182022,תכנית ליווי לסטודנטים על הרצף האוטיסטי בתפקוד גבוה הלומדים באוניברסיטה. כוללת ליווי של השירות הפסיכולוגי בדקאנט וחניכה אישית מרישום לקורסים ועד השתלבות חברתית.,web-research: https://deanstudents.tau.ac.il/psychological-services/diamond_3182022,1
פרויקט עוצמות — אוניברסיטת בר-אילן,מסגרות חינוך,תוכנית אקדמיה,18+,רמת גן,,https://education.biu.ac.il,"תכנית העשרה אקדמית בת 3 שלבים המיועדת לאנשים בעלי רב-גוניות קוגניטיבית בכל רמות היכולת הקוגניטיבית, כולל אוטיסטים. כוללת הנגשת חומרי לימוד לסטודנטים על הרצף.",web-research: https://www.pmbiu.co.il/course/,1
שילוב סטודנטים על הרצף — האוניברסיטה העברית,מסגרות חינוך,תוכנית אקדמיה,18+,ירושלים,,https://studean.huji.ac.il/%D7%A9%D7%99%D7%9C%D7%95%D7%91-%D7%A1%D7%98%D7%95%D7%93%D7%A0%D7%98%D7%99%D7%9D-%D7%A2%D7%9C-%D7%94%D7%A8%D7%A6%D7%A3-%D7%94%D7%90%D7%95%D7%98%D7%99%D7%A1%D7%98%D7%99-0,"יצירת מרחב מותאם שיאפשר לסטודנטים עם ASD להשתלב בחוגי הלימוד השונים באוניברסיטה העברית, באמצעות דקאנט הסטודנטים.",web-research: https://studean.huji.ac.il/,1
תוכנית השילוב — אוניברסיטת אריאל,מסגרות חינוך,תוכנית אקדמיה,18+,"אריאל, השומרון",,https://www.ariel.ac.il/wp/studentsservices/%D7%9E%D7%93%D7%95%D7%A8-%D7%AA%D7%9E%D7%99%D7%9B%D7%94,"תכנית ייחודית המשלבת סטודנטים על הרצף האוטיסטי בתפקוד גבוה בכל תחומי החיים האקדמיים, עם פרויקט חונכות של סטודנטים. כ-50 סטודנטים בכל מחזור. 22 בוגרים סיימו תואר, כשליש מצטיינים אקדמית.",web-research: https://www.ariel.ac.il/wp/studentsservices/,1
"תוכנית שילוב באוניברסיטת בן-גוריון (שיתוף אלו""ט)",מסגרות חינוך,תוכנית אקדמיה,18+,באר שבע,,https://www.bgu.ac.il/articles/alut,"פרויקט בשיתוף אלו""ט לשילוב חברי הקהילה האוטיסטית במרחב האקדמי. לומדים בכיתה ייעודית, מתרגלים מיומנויות שיח וחברתיות. חגגו 10 שנים לפעילות.",web-research: https://www.bgu.ac.il/articles/alut/,1
מערך גיל בית ספר אותי,מסגרות חינוך,תוכנית בית ספרית לאוטיזם,7-18,"תל אביב, חולון, רמת השרון, הרצליה, רעננה, כפר סבא, הוד השרון, ראשל""צ, רחובות, נס ציונה, נתניה, מודיעין, לוד",03-5602352,https://oti.org.il/treatment/,"תוכנית בית ספרית של אותי בכ-13 ערים במרכז. שותפות עם קופ""ח ומחלקות חינוך עירוניות.",research:center,1
גן תקשורת — משרד החינוך,מסגרות חינוך,תוכנית ממשלתית,3-7,ארצי,,https://parents.education.gov.il/prhnet/special-education/educational-frames/communication-class,,web-research: משרד החינוך,1
מעון יום שיקומי — משרד הרווחה/בריאות,מסגרות חינוך,תוכנית ממשלתית,חצי שנה - 3,ארצי,,https://www.gov.il/he/departments/topics/rehabilitation-day-care-centers,,web-research: משרד הרווחה אגף מעונות יום,1
קייטנות חינוך מיוחד בחופשות,מסגרות חינוך,תוכנית ממשלתית,3-21,ארצי,,https://parents.education.gov.il/prhnet/special-education,,web-research: משרד החינוך,1
שילוב אישי — סייעת / תומכת חינוך בבית ספר רגיל,מסגרות חינוך,תוכנית ממשלתית,3-21,ארצי,,https://parents.education.gov.il/prhnet/special-education,,web-research: gov.il משרד החינוך,1
ועדת אפיון וזכאות — משרד החינוך,מסגרות חינוך,תוכנית ממשלתית / תהליך,3-21,ארצי,,https://parents.education.gov.il/prhnet/special-education,,web-research: gov.il / משרד החינוך אגף חינוך מיוחד,1
אוניברסיטת אריאל - תוכנית שילוב לסטודנטים על הרצף,מסגרות חינוך,תוכנית שילוב אקדמית,18+,אריאל,,https://www.ariel.ac.il/wp/studentsservices/מדור-תמיכה/תכנית-שילוב-לסטודנטים-על-הרצף-האוטיסטי,באוניברסיטת אריאל יש תוכנית ליווי לסטודנטים על הרצף. צריך לזה אישור של ביטוח לאומי.,chunk_021:j:22456,1
האוניברסיטה העברית - שילוב סטודנטים על הרצף,מסגרות חינוך,תוכנית שילוב אקדמית,18+,ירושלים,,https://studean.huji.ac.il/שילוב-סטודנטים-על-הרצף-האוטיסטי-0,תוכניות לשילוב צעירים עם מוגבלות באקדמיה.,chunk_022:j:26841,1
תיכון אוניברסיטאי ירושלים,מסגרות חינוך,תיכון,תיכון (י-יב),ירושלים,,,"יש כיתת תקשורת עם מעטפת מושלמת, רוב היום משולבים בכיתה הגדולה, יש מקסימום 2 כיתות בכל שכבה",chunk_015:m:52674,1
בית ספר אומנויות,מסגרות חינוך,תיכון אומנויות עם כיתות תקשורת,12-18,ירושלים,,,הבן שלי כרגע באומנויות שם גם כיתות תקשורת טובות. מהניסיון שלנו שילוב בחטיבה מאוד מאתגר,m:12216,1
בית ספר הגימנסיה (העברית),מסגרות חינוך,תיכון חילוני עם כיתות תקשורת,12-18,ירושלים,,,הבת שלי סיימה בגימנסיה והכיתות תקשורת שם נהדרות עם שילוב כמעט מלא... הניסיון שלנו עם הגימנסיה היה נהדר - למי שמתאים חינוך חילוני,m:12216,1
"ליד""ה (לימוד יחד)",מסגרות חינוך,תיכון חילוני עם כיתות תקשורת,12-18,ירושלים,,,"ליד""ה - יש בכל הכיתות, בי""ס חילוני... צוות מעולה, שילוב בטווח של: שילוב מלא- כיתת תקשורת בלבד",m:17710,1
בית ספר המסורתי — ירושלים,מסגרות חינוך,תיכון עם כיתות תקשורת / בית ספר עם כיתת תקשורת,12-18 / חטיבת ביניים,ירושלים,,,"אם בירושלים, ממליצה מאוד על התיכון המסורתי",chunk_018:j:10645,2
תיכון אוניברסיטאי גבעה הצרפתית - ירושלים,מסגרות חינוך,תיכון עם כיתת תקשורת,תיכון,"גבעה הצרפתית, ירושלים",,,הבת שלי בעברית תיכון אוניברסיטאי בגבעה הצרפתית מאוד מוצלח,chunk_014:m49214,1
"תיכון ליד""ה — כיתת תקשורת",מסגרות חינוך,תיכון עם כיתת תקשורת,14-18,ירושלים,,,"הבת שלי בתיכון ליד""ה בכיתת התקשורת",chunk_010:m35790,1
